,"Códigos
da 
CNAE
2.0","Divisões, grupos 
e
classes de atividades","Receita bruta Incorporação de
imóveis,
construídos
por outras
empresas 1 000 R$","Receita bruta Serviços
técnicos de
escritório, de
campo e de
laboratório 1 000 R$","Receita bruta Venda
de materiais
de construção
e de demolição 1 000 R$","Receita bruta Revenda
de
imóveis 1 000 R$","Receita bruta Locação
de
mão de obra 1 000 R$","Custos dos terrenos De obras e/ou
serviços da
construção 1 000 R$","Custos dos terrenos De
incorporação
de imóveis
construídos
por terceiros 1 000 R$"
3,,Total das empresas,11071923,524038,3647457,809721,437293,2159608,460221
4,,Empresas de 1 a 4 pessoas ocupadas,1794205,17670,236748,13823,2685,70420,33067
5,41,Construção de edifícios,1786494,13251,59963,9864,364,62420,32481
6,42,Obras de infraestrutura,7249,1963,162702,1692,220,7536,430
7,43,Serviços especializados para construção,462,2456,14083,2267,2101,464,156
8,,Empresas de 5 a 29 pessoas ocupadas,2143737,66803,406427,122726,62305,207924,67034
9,41,Construção de edifícios,2075422,39671,106437,62412,5263,186281,54238
10,41.1,Incorporação e empreendimentos imobiliários,2056426,5918,8,5327,8,479,51479
11,41.2,Construção de edifícios,18996,33753,106429,57085,5255,185802,2759
12,42,Obras de infraestrutura,2567,5241,79584,-,4548,4913,878
13,42.1,"Construção de rodovias, ferrovias, obras urbanas e obras de arte especiais",686,2700,12770,-,3039,585,-
14,42.2,"Obras de infraestrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos",1152,641,16821,-,1480,-,-
15,42.9,Construção de outras obras de infraestrutura,729,1900,49993,-,29,4328,878
16,43,Serviços especializados para construção,65748,21891,220406,60314,52494,16730,11918
17,43.1,Demolição e preparação do terreno,13682,65,1816,59206,47706,4628,1335
18,43.2,"Instalações elétricas, hidráulicas e outras instalações em construções",4170,466,27409,1108,34,4189,42
19,43.3,Obras de acabamento,35457,3954,107660,-,3252,-,-
20,43.9,Outros serviços especializados para construções,12439,17406,83521,-,1502,7913,10541
21,,Empresas com 30 ou mais pessoas ocupadas,7133981,439565,3004282,673172,372303,1881264,360120
22,41,Construção de edifícios,6963159,205432,215280,398688,160501,1731387,353411
23,41.1,Incorporação e empreendimentos imobiliários,6275132,5688,161,11701,4413,14631,227428
24,41.10,Incorporação e empreendimentos imobiliários,6275132,5688,161,11701,4413,14631,227428
25,41.2,Construção de edifícios,688027,199744,215119,386987,156088,1716756,125983
26,41.20,Construção de edifícios,688027,199744,215119,386987,156088,1716756,125983
27,42,Obras de infraestrutura,101003,188695,2376144,209410,77933,82588,2644
28,42.1,"Construção de rodovias, ferrovias, obras urbanas e obras de arte especiais",41900,47520,714769,112822,28603,36242,1516
29,42.11,Construção de rodovias e ferrovias,29125,26117,684487,71867,12696,5583,1425
30,42.12,Construção de obras de arte especiais,-,3677,13566,50,10,35,-
31,42.13,"Obras de urbanização - ruas, praças e calçadas",12775,17726,16716,40905,15897,30624,91
32,42.2,"Obras de infraestrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos",20427,71941,203698,21343,39917,11188,156
33,42.21,Obras para geração e distribuição de energia elétrica e para telecomunicações,17179,58460,178503,-,33685,1883,-
34,42.22,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas",3248,3186,7148,21343,5660,8863,156
35,42.23,"Construção de redes de transportes por dutos, exceto para água e esgoto",-,10295,18047,-,572,442,-
36,42.9,Construção de outras obras de infraestrutura,38676,69234,1457677,75245,9413,35158,972
37,42.91,"Obras portuárias, marítimas e fluviais",-,-,-,-,571,1797,-
38,42.92,Montagem de instalações industriais e de estruturas metálicas,5598,454,1313622,-,1433,-,152
39,42.99,Obras de engenharia civil não especificadas anteriormente,33078,68780,144055,75245,7409,33361,820
40,43,Serviços especializados para construção,69819,45438,412858,65074,133869,67289,4065
41,43.1,Demolição e preparação do terreno,25225,3374,96495,19425,75942,40690,2210
42,43.11,Demolição e preparação de canteiros de obras,-,15,60814,2360,69866,30108,-
43,43.12,Perfurações e sondagens,625,-,-,-,-,404,-
44,43.13,Obras de terraplenagem,24600,3359,35291,14315,6076,8229,-
45,43.19,Serviços de preparação do terreno não especificados anteriormente,-,-,390,2750,-,1949,2210
46,43.2,"Instalações elétricas, hidráulicas e outras instalações em construções",4373,19861,147980,8060,12569,2066,6
47,43.21,Instalações elétricas,1014,17687,87589,7672,3899,472,6
48,43.22,"Instalações hidráulicas, de sistemas de ventilação e refrigeração",3359,2041,28464,388,7757,1243,-
49,43.29,Obras de instalações em construções não especificadas anteriormente,-,133,31927,-,913,351,-
50,43.3,Obras de acabamento,4389,2705,106742,2347,5535,1048,1
51,43.30,Obras de acabamento,4389,2705,106742,2347,5535,1048,1
52,43.9,Outros serviços especializados para construção,35832,19498,61641,35242,39823,23485,1848
53,43.91,Obras de fundações,14219,1244,4562,920,1345,6096,-
54,43.99,Serviços especializados para construção não especificados anteriormente,21613,18254,57079,34322,38478,17389,1848
