,"Códigos
da
CNAE
2.0","Divisões, grupos
e
classes de atividades","Número
de
empresas
ativas ",Gastos de pessoal Total 1 000 R$,"Gastos de pessoal Salários,
retiradas e
outras remu-
nerações 1 000 R$","Gastos de pessoal Contribui-
ções para
previdência
social 1 000 R$",Gastos de pessoal FGTS 1 000 R$,"Gastos de pessoal Contribui-
ções para
previdência
privada 1 000 R$","Gastos de pessoal Indeni-
zações
trabalhistas 1 000 R$","Gastos de pessoal Benefícios
concedidos
aos
empregados 1 000 R$"
3,,Total das empresas,111931,102293354,67401299,14784668,5724286,388478,3896396,10098233
4,,Empresas de 1 a 4 pessoas ocupadas,52233,3637329,2637119,446569,182384,13527,157773,199958
5,41,Construção de edifícios,18020,1676872,1154976,241355,88518,1667,61242,129114
6,42,Obras de infraestrutura,4962,383048,280905,41560,17833,1661,21970,19119
7,43,Serviços especializados para construção,29251,1577409,1201238,163654,76033,10199,74561,51725
8,,Empresas de 5 a 29 pessoas ocupadas,47002,13493854,9614185,1768394,783379,42435,510053,775409
9,41,Construção de edifícios,18727,5682530,3976407,811909,328131,13741,207208,345134
10,41.1,Incorporação e empreendimentos imobiliários,1376,299983,220612,39921,13018,681,8544,17207
11,41.2,Construção de edifícios,17351,5382547,3755795,771988,315113,13060,198664,327927
12,42,Obras de infraestrutura,4324,1463778,1015172,193637,83935,6106,76959,87969
13,42.1,"Construção de rodovias, ferrovias, obras urbanas e obras de arte especiais",1911,416898,301657,52218,24835,2301,19297,16591
14,42.2,"Obras de infraestrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos",902,330693,230168,45790,19920,1975,10009,22830
15,42.9,Construção de outras obras de infraestrutura,1511,716187,483347,95629,39180,1830,47653,48548
16,43,Serviços especializados para construção,23951,6347546,4622606,762848,371313,22588,225886,342306
17,43.1,Demolição e preparação do terreno,2671,743736,587392,76043,46586,1213,17108,15394
18,43.2,"Instalações elétricas, hidráulicas e outras instalações em construções",7691,1818043,1357598,212489,102159,426,75878,69493
19,43.3,Obras de acabamento,7555,1793361,1264244,205273,103079,4833,60845,155087
20,43.9,Outros serviços especializados para construções,6034,1992406,1413372,269043,119489,16116,72055,102332
21,,Empresas com 30 ou mais pessoas ocupadas,12696,85162171,55149995,12569705,4758523,332516,3228570,9122866
22,41,Construção de edifícios,6267,27648587,18176981,4098848,1590858,76550,1060364,2644987
23,41.1,Incorporação e empreendimentos imobiliários,269,963603,632786,142338,53377,3094,34409,97600
24,41.10,Incorporação e empreendimentos imobiliários,269,963603,632786,142338,53377,3094,34409,97600
25,41.2,Construção de edifícios,5998,26684984,17544195,3956510,1537481,73456,1025955,2547387
26,41.20,Construção de edifícios,5998,26684984,17544195,3956510,1537481,73456,1025955,2547387
27,42,Obras de infraestrutura,2445,43556679,27729145,6458768,2372915,199932,1691014,5104904
28,42.1,"Construção de rodovias, ferrovias, obras urbanas e obras de arte especiais",982,14899663,9692149,2332048,853743,60825,449080,1511819
29,42.11,Construção de rodovias e ferrovias,635,10884158,7067935,1700011,625286,45064,358048,1087815
30,42.12,Construção de obras de arte especiais,77,2756137,1795533,425866,157473,11442,56379,309445
31,42.13,"Obras de urbanização - ruas, praças e calçadas",270,1259368,828681,206171,70984,4319,34653,114559
32,42.2,"Obras de infraestrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos",679,12342652,7952031,1808564,678970,43060,368030,1491995
33,42.21,Obras para geração e distribuição de energia elétrica e para telecomunicações,434,9839462,6353398,1434695,532926,28046,295648,1194748
34,42.22,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas",213,1387131,913553,207607,83051,8519,41715,132686
35,42.23,"Construção de redes de transportes por dutos, exceto para água e esgoto",32,1116059,685080,166262,62993,6495,30667,164561
36,42.9,Construção de outras obras de infraestrutura,784,16314364,10084965,2318156,840202,96047,873904,2101090
37,42.91,"Obras portuárias, marítimas e fluviais",27,464628,289361,77721,23102,736,15164,58544
38,42.92,Montagem de instalações industriais e de estruturas metálicas,246,10758390,6446146,1564319,539686,83020,635607,1489612
39,42.99,Obras de engenharia civil não especificadas anteriormente,511,5091346,3349458,676116,277414,12291,223133,552934
40,43,Serviços especializados para construção,3984,13956905,9243869,2012089,794750,56034,477192,1372975
41,43.1,Demolição e preparação do terreno,558,2917537,1900004,456457,173041,13226,106408,268404
42,43.11,Demolição e preparação de canteiros de obras,49,266531,173282,41561,16186,704,9316,25483
43,43.12,Perfurações e sondagens,60,291102,173659,43912,14634,722,22810,35366
44,43.13,Obras de terraplenagem,419,2276176,1500168,358324,137483,11655,72091,196456
45,43.19,Serviços de preparação do terreno não especificados anteriormente,30,83728,52895,12660,4738,145,2191,11099
46,43.2,"Instalações elétricas, hidráulicas e outras instalações em construções",1174,4705082,3096079,654599,264933,15404,149144,524924
47,43.21,Instalações elétricas,643,2690554,1760583,375055,150076,10791,87947,306103
48,43.22,"Instalações hidráulicas, de sistemas de ventilação e refrigeração",376,1357238,905863,187953,77977,2613,34422,148410
49,43.29,Obras de instalações em construções não especificadas anteriormente,155,657290,429633,91591,36880,2000,26775,70411
50,43.3,Obras de acabamento,835,1667852,1153706,221399,91443,4588,60084,136632
51,43.30,Obras de acabamento,835,1667852,1153706,221399,91443,4588,60084,136632
52,43.9,Outros serviços especializados para construção,1417,4666434,3094080,679634,265333,22816,161556,443015
53,43.91,Obras de fundações,261,1133712,741486,169188,64976,5259,29952,122852
54,43.99,Serviços especializados para construção não especificados anteriormente,1156,3532722,2352594,510446,200357,17557,131604,320163
