,"Códigos
da 
CNAE
2.0","Divisões, grupos 
e
 classes de atividades",Deduções 1 000 R$,"Receita
líquida 1 000 R$","Receita de
aluguéis e
arrendamentos 1 000 R$","Receitas
financeiras 1 000 R$","Demais
receitas
operacionais
(2) 1 000 R$","Outras
receitas 1 000 R$","Receitas de obras
e/ou serviços
da construção
no exterior 1 000 R$"
5,,Total das empresas,28706601,323971241,2010448,7565901,19724063,5182159,567781
6,,Empresas de 1 a 4 pessoas ocupadas,1628746,21689955,179669,254258,86091,148947,7
7,41,Construção de edifícios,946695,12207638,150184,137217,63911,104309,3
8,42,Obras de infraestrutura,123444,1656037,3466,12211,16426,4226,-
9,43,Serviços especializados para construção,558607,7826280,26019,104830,5754,40412,4
10,,Empresas de 5 a 29 pessoas ocupadas,4790497,54970353,443484,633342,885203,385501,14929
11,41,Construção de edifícios,2532715,31846201,255629,363166,330703,273537,7
12,41.1,Incorporação e empreendimentos imobiliários,599064,4501264,23045,54215,163731,135726,-
13,41.2,Construção de edifícios,1933651,27344937,232584,308951,166972,137811,7
14,42,Obras de infraestrutura,465864,5797264,52075,82050,220671,17206,342
15,42.1,"Construção de rodovias, ferrovias, obras urbanas e obras de arte especiais",161243,2434655,17268,14042,5832,2354,-
16,42.2,"Obras de infraestrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos",160899,1551123,5686,12844,10128,13287,341
17,42.9,Construção de outras obras de infraestrutura,143722,1811486,29121,55164,204711,1565,1
18,43,Serviços especializados para construção,1791918,17326888,135780,188126,333829,94758,14580
19,43.1,Demolição e preparação do terreno,249941,2804971,75591,18709,101631,32832,-
20,43.2,"Instalações elétricas, hidráulicas e outras instalações em construções",629237,5353054,11836,125578,22819,6171,14580
21,43.3,Obras de acabamento,377236,3708054,69,1239,17877,23507,-
22,43.9,Outros serviços especializados para construções,535504,5460809,48284,42600,191502,32248,-
23,,Empresas com 30 ou mais pessoas ocupadas,22287358,247310933,1387295,6678301,18752769,4647711,552845
24,41,Construção de edifícios,9149066,104145978,867511,3327115,6308482,2115353,6723
25,41.1,Incorporação e empreendimentos imobiliários,722604,7390038,81748,247331,745252,241262,-
26,41.10,Incorporação e empreendimentos imobiliários,722604,7390038,81748,247331,745252,241262,-
27,41.2,Construção de edifícios,8426462,96755940,785763,3079784,5563230,1874091,6723
28,41.20,Construção de edifícios,8426462,96755940,785763,3079784,5563230,1874091,6723
29,42,Obras de infraestrutura,9027244,104560508,290182,2544786,11547030,1923477,521898
30,42.1,"Construção de rodovias, ferrovias, obras urbanas e obras de arte especiais",4137947,48247079,108892,1140956,4490368,917417,129596
31,42.11,Construção de rodovias e ferrovias,2875527,33919460,82787,886184,2497942,564925,102424
32,42.12,Construção de obras de arte especiais,718409,9249635,7078,158276,1367071,72135,27172
33,42.13,"Obras de urbanização - ruas, praças e calçadas",544011,5077984,19027,96496,625355,280357,-
34,42.2,"Obras de infraestrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos",2865733,33188739,123167,934475,6365825,530967,23873
35,42.21,Obras para geração e distribuição de energia elétrica e para telecomunicações,2260522,25269494,90647,686774,6215430,467451,23873
36,42.22,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas",437756,5714249,31759,218767,81424,56101,-
37,42.23,"Construção de redes de transportes por dutos, exceto para água e esgoto",167455,2204996,761,28934,68971,7415,-
38,42.9,Construção de outras obras de infraestrutura,2023564,23124690,58123,469355,690837,475093,368429
39,42.91,"Obras portuárias, marítimas e fluviais",176899,2429246,476,68577,111210,13203,1328
40,42.92,Montagem de instalações industriais e de estruturas metálicas,998397,10911790,35389,248875,140105,271855,358507
41,42.99,Obras de engenharia civil não especificadas anteriormente,848268,9783654,22258,151903,439522,190035,8594
42,43,Serviços especializados para construção,4111048,38604447,229602,806400,897257,608881,24224
43,43.1,Demolição e preparação do terreno,730986,7685091,112297,238833,180978,104243,3555
44,43.11,Demolição e preparação de canteiros de obras,116566,1001224,17883,8708,11101,5348,3555
45,43.12,Perfurações e sondagens,80567,702141,87,23593,13686,35334,-
46,43.13,Obras de terraplenagem,506571,5747086,94327,205152,154547,63400,-
47,43.19,Serviços de preparação do terreno não especificados anteriormente,27282,234640,-,1380,1644,161,-
48,43.2,"Instalações elétricas, hidráulicas e outras instalações em construções",1807851,14730950,20810,160462,297593,40307,4034
49,43.21,Instalações elétricas,783217,6929630,10312,58222,40888,22528,3855
50,43.22,"Instalações hidráulicas, de sistemas de ventilação e refrigeração",487819,3985558,6166,36610,22102,6798,-
51,43.29,Obras de instalações em construções não especificadas anteriormente,536815,3815762,4332,65630,234603,10981,179
52,43.3,Obras de acabamento,357370,3433625,26887,21461,49996,7257,1
53,43.30,Obras de acabamento,357370,3433625,26887,21461,49996,7257,1
54,43.9,Outros serviços especializados para construção,1214841,12754781,69608,385644,368690,457074,16634
55,43.91,Obras de fundações,252116,2684366,12735,41831,32949,15312,5246
56,43.99,Serviços especializados para construção não especificados anteriormente,962725,10070415,56873,343813,335741,441762,11388
